state_name,city_name,year,month,day_of_week,time_of_day,accident_severity,vehicles_involved,vehicle_type,casualties,fatalities,weather,road_type,road_condition,lighting,traffic_control,speed_limit,driver_age,driver_gender,driver_license_status,alcohol_involvement,location_details,accident_id,month_num,hour,is_night,is_peak_hour,is_rainy,alcohol_flag,is_weekend,severity_binary
Odisha,Unknown,2022,December,Friday,10:46,Minor,3,Car,10,3,Rainy,National Highway,Dry,Dusk,Police Checkpost,61,66,Male,Expired,No,Intersection,2266,12,10,0,1,1,0,0,0
Goa,Unknown,2020,May,Monday,21:51,Serious,4,Truck,2,2,Foggy,Urban Road,Under Construction,Dark,Police Checkpost,104,57,Male,Expired,Yes,Straight Road,2267,5,21,1,0,0,1,0,1
Jammu and Kashmir,Unknown,2021,November,Sunday,21:39,Serious,1,Two-Wheeler,0,2,Rainy,State Highway,Dry,Dark,Police Checkpost,41,50,Female,Unknown,No,Intersection,2268,11,21,1,0,1,0,1,1
Telangana,Unknown,2023,August,Saturday,22:7,Minor,3,Pedestrian,5,0,Stormy,Village Road,Under Construction,Dark,Signs,36,67,Male,Expired,No,Curve,2269,8,22,1,0,0,0,1,0
Arunachal Pradesh,Unknown,2019,August,Monday,18:44,Fatal,3,Cycle,2,5,Stormy,State Highway,Dry,Dark,Signs,35,32,Male,Unknown,Yes,Intersection,2270,8,18,0,1,0,1,0,1
Jharkhand,Unknown,2020,September,Sunday,7:27,Serious,3,Cycle,8,3,Clear,National Highway,Wet,Daylight,Signs,40,55,Female,Valid,No,Curve,2271,9,7,0,0,0,0,1,1
Andhra Pradesh,Tirupati,2023,March,Thursday,8:37,Fatal,1,Pedestrian,0,1,Foggy,State Highway,Damaged,Dusk,Unknown,49,28,Female,Expired,No,Curve,2272,3,8,0,1,0,0,0,1
Bihar,Unknown,2019,May,Saturday,22:32,Serious,1,Bus,9,5,Clear,State Highway,Damaged,Dark,Police Checkpost,49,57,Male,Unknown,Yes,Intersection,2273,5,22,1,0,0,1,1,1
Gujarat,Ahmedabad,2023,March,Wednesday,9:15,Fatal,1,Car,10,0,Hazy,Village Road,Wet,Daylight,Unknown,119,25,Female,Unknown,Yes,Intersection,2274,3,9,0,1,0,1,0,1
Punjab,Unknown,2023,July,Thursday,12:43,Minor,3,Pedestrian,4,5,Rainy,Urban Road,Wet,Dusk,Signs,115,37,Female,Expired,Yes,Straight Road,2275,7,12,0,0,1,1,0,0
Himachal Pradesh,Unknown,2023,April,Sunday,4:10,Serious,5,Bus,8,1,Clear,Village Road,Damaged,Dark,Signs,113,37,Female,Expired,Yes,Straight Road,2276,4,4,1,0,0,1,1,1
Sikkim,Unknown,2019,January,Wednesday,23:24,Fatal,2,Two-Wheeler,0,4,Foggy,National Highway,Under Construction,Daylight,Signs,115,25,Female,Valid,Yes,Curve,2277,1,23,1,0,0,1,0,1
Jammu and Kashmir,Unknown,2019,February,Friday,2:18,Serious,2,Pedestrian,0,4,Stormy,Urban Road,Wet,Dusk,Unknown,85,22,Female,Valid,Yes,Bridge,2278,2,2,1,0,0,1,0,1
Telangana,Unknown,2021,February,Sunday,3:31,Minor,2,Auto-Rickshaw,7,1,Foggy,Village Road,Wet,Dark,Signs,84,63,Male,Unknown,Yes,Intersection,2279,2,3,1,0,0,1,1,0
West Bengal,Siliguri,2018,July,Tuesday,9:28,Fatal,1,Two-Wheeler,10,0,Rainy,National Highway,Dry,Dawn,Police Checkpost,115,49,Male,Expired,Yes,Intersection,2280,7,9,0,1,1,1,0,1
Meghalaya,Unknown,2022,May,Sunday,13:11,Minor,5,Car,9,3,Rainy,Village Road,Damaged,Daylight,Signals,116,30,Male,Expired,Yes,Bridge,2281,5,13,0,0,1,1,1,0
Bihar,Unknown,2023,April,Saturday,12:45,Minor,4,Truck,4,5,Foggy,State Highway,Wet,Dawn,Signs,99,45,Male,Unknown,Yes,Intersection,2282,4,12,0,0,0,1,1,0
Himachal Pradesh,Unknown,2021,July,Wednesday,17:0,Minor,1,Bus,9,2,Stormy,Urban Road,Wet,Daylight,Unknown,73,44,Female,Expired,Yes,Curve,2283,7,17,0,1,0,1,0,0
Himachal Pradesh,Unknown,2020,October,Sunday,1:59,Minor,5,Bus,4,4,Foggy,Village Road,Dry,Dawn,Signs,114,20,Female,Expired,Yes,Intersection,2284,10,1,1,0,0,1,1,0
Assam,Unknown,2022,November,Friday,20:50,Minor,1,Truck,3,0,Stormy,State Highway,Dry,Dark,Signs,111,18,Female,Valid,Yes,Bridge,2285,11,20,1,0,0,1,0,0
Mizoram,Unknown,2022,June,Wednesday,6:34,Minor,1,Truck,6,3,Hazy,National Highway,Dry,Dark,Police Checkpost,89,33,Female,Expired,Yes,Bridge,2286,6,6,0,0,0,1,0,0
Tamil Nadu,Coimbatore,2019,January,Friday,5:49,Serious,3,Cycle,10,1,Foggy,Village Road,Under Construction,Dark,Unknown,112,62,Male,Expired,Yes,Intersection,2287,1,5,1,0,0,1,0,1
Himachal Pradesh,Unknown,2021,November,Thursday,23:58,Serious,5,Pedestrian,9,5,Clear,State Highway,Dry,Dawn,Unknown,85,31,Male,Unknown,Yes,Bridge,2288,11,23,1,0,0,1,0,1
Assam,Unknown,2019,July,Tuesday,6:28,Fatal,2,Truck,4,3,Clear,Urban Road,Under Construction,Dawn,Unknown,118,63,Male,Unknown,No,Straight Road,2289,7,6,0,0,0,0,0,1
Tripura,Unknown,2022,June,Wednesday,4:57,Serious,5,Car,6,3,Clear,National Highway,Under Construction,Dusk,Signs,60,55,Male,Valid,Yes,Bridge,2290,6,4,1,0,0,1,0,1
Sikkim,Unknown,2021,December,Friday,18:49,Minor,5,Bus,10,5,Clear,National Highway,Dry,Dawn,Signals,36,24,Male,Valid,Yes,Bridge,2291,12,18,0,1,0,1,0,0
Chhattisgarh,Unknown,2021,December,Saturday,11:10,Minor,4,Truck,7,1,Rainy,State Highway,Damaged,Dusk,Signals,87,33,Male,Expired,Yes,Curve,2292,12,11,0,0,1,1,1,0
Kerala,Unknown,2021,February,Tuesday,17:7,Serious,2,Cycle,7,2,Rainy,National Highway,Damaged,Daylight,Signs,93,43,Male,Expired,No,Bridge,2293,2,17,0,1,1,0,0,1
Uttar Pradesh,Varanasi,2018,July,Tuesday,19:59,Minor,4,Cycle,4,5,Hazy,Village Road,Damaged,Dawn,Police Checkpost,82,31,Male,Unknown,Yes,Straight Road,2294,7,19,0,1,0,1,0,0
Mizoram,Unknown,2021,December,Monday,16:19,Fatal,4,Cycle,10,0,Foggy,Village Road,Under Construction,Dusk,Signs,63,31,Female,Valid,Yes,Intersection,2295,12,16,0,0,0,1,0,1
Tamil Nadu,Coimbatore,2020,July,Tuesday,11:50,Fatal,2,Two-Wheeler,5,1,Stormy,State Highway,Dry,Dawn,Signals,46,18,Female,Expired,Yes,Bridge,2296,7,11,0,0,0,1,0,1
Haryana,Unknown,2020,May,Thursday,16:24,Serious,2,Pedestrian,0,0,Stormy,State Highway,Damaged,Dawn,Signs,82,56,Male,Expired,Yes,Intersection,2297,5,16,0,0,0,1,0,1
Telangana,Unknown,2022,July,Friday,20:32,Fatal,5,Auto-Rickshaw,3,0,Hazy,National Highway,Under Construction,Dark,Police Checkpost,77,53,Female,Expired,No,Bridge,2298,7,20,1,0,0,0,0,1
Tamil Nadu,Chennai,2020,April,Friday,11:13,Minor,1,Auto-Rickshaw,3,3,Foggy,Urban Road,Under Construction,Daylight,Police Checkpost,99,31,Male,Expired,Yes,Curve,2299,4,11,0,0,0,1,0,0
Uttar Pradesh,Kanpur,2021,December,Friday,0:34,Minor,2,Truck,5,1,Clear,Urban Road,Under Construction,Daylight,Signs,112,31,Female,Unknown,No,Curve,2300,12,0,1,0,0,0,0,0
Gujarat,Surat,2018,March,Friday,7:15,Minor,1,Two-Wheeler,4,0,Clear,Village Road,Under Construction,Daylight,Unknown,70,30,Female,Valid,No,Intersection,2301,3,7,0,0,0,0,0,0
Jharkhand,Unknown,2022,August,Sunday,18:5,Minor,3,Auto-Rickshaw,6,4,Stormy,State Highway,Under Construction,Dusk,Police Checkpost,105,22,Male,Valid,Yes,Straight Road,2302,8,18,0,1,0,1,1,0
Punjab,Unknown,2023,July,Friday,22:17,Fatal,3,Pedestrian,7,3,Stormy,State Highway,Damaged,Dusk,Police Checkpost,78,57,Female,Expired,Yes,Bridge,2303,7,22,1,0,0,1,0,1
Uttar Pradesh,Kanpur,2020,June,Wednesday,1:17,Serious,2,Bus,10,5,Rainy,Village Road,Damaged,Dusk,Unknown,101,50,Female,Unknown,Yes,Curve,2304,6,1,1,0,1,1,0,1
Haryana,Unknown,2022,February,Wednesday,1:11,Fatal,5,Auto-Rickshaw,4,5,Clear,National Highway,Under Construction,Daylight,Unknown,52,67,Male,Unknown,Yes,Bridge,2305,2,1,1,0,0,1,0,1
Puducherry,Unknown,2018,April,Thursday,0:41,Serious,2,Cycle,5,5,Clear,National Highway,Damaged,Dark,Signs,96,46,Female,Unknown,No,Bridge,2306,4,0,1,0,0,0,0,1
Delhi,Dwarka,2021,June,Sunday,14:29,Fatal,4,Two-Wheeler,9,5,Rainy,Urban Road,Under Construction,Dusk,Unknown,100,51,Female,Unknown,Yes,Intersection,2307,6,14,0,0,1,1,1,1
Telangana,Unknown,2021,June,Friday,4:8,Minor,3,Auto-Rickshaw,0,4,Stormy,National Highway,Damaged,Dusk,Police Checkpost,97,21,Male,Valid,Yes,Bridge,2308,6,4,1,0,0,1,0,0
Jharkhand,Unknown,2023,May,Tuesday,5:34,Serious,3,Truck,7,1,Hazy,Urban Road,Dry,Dawn,Signs,64,50,Female,Unknown,No,Straight Road,2309,5,5,1,0,0,0,0,1
Kerala,Unknown,2018,May,Monday,1:7,Minor,4,Auto-Rickshaw,9,5,Rainy,Village Road,Under Construction,Daylight,Police Checkpost,88,50,Female,Unknown,Yes,Curve,2310,5,1,1,0,1,1,0,0
Tripura,Unknown,2021,August,Friday,18:55,Fatal,4,Cycle,0,2,Stormy,National Highway,Damaged,Dawn,Signals,97,44,Male,Unknown,No,Curve,2311,8,18,0,1,0,0,0,1
Puducherry,Unknown,2023,February,Sunday,12:6,Minor,4,Bus,8,4,Hazy,Village Road,Wet,Dawn,Signals,60,67,Female,Expired,No,Bridge,2312,2,12,0,0,0,0,1,0
Telangana,Unknown,2019,May,Sunday,23:37,Minor,5,Car,9,3,Stormy,National Highway,Dry,Daylight,Unknown,56,18,Male,Valid,No,Curve,2313,5,23,1,0,0,0,1,0
Goa,Unknown,2018,October,Wednesday,21:52,Fatal,5,Two-Wheeler,4,5,Foggy,State Highway,Under Construction,Dusk,Signs,77,25,Male,Expired,No,Curve,2314,10,21,1,0,0,0,0,1
Kerala,Unknown,2018,September,Friday,9:7,Serious,1,Car,8,3,Rainy,State Highway,Damaged,Dark,Signals,99,27,Female,Valid,Yes,Curve,2315,9,9,0,1,1,1,0,1
Bihar,Unknown,2022,March,Thursday,22:8,Fatal,2,Pedestrian,1,5,Foggy,State Highway,Under Construction,Dawn,Signs,110,54,Male,Unknown,No,Straight Road,2316,3,22,1,0,0,0,0,1
Maharashtra,Mumbai,2019,October,Thursday,19:1,Serious,2,Cycle,3,5,Stormy,Urban Road,Under Construction,Dark,Signals,41,35,Female,Expired,No,Bridge,2317,10,19,0,1,0,0,0,1
Haryana,Unknown,2023,February,Monday,8:12,Serious,1,Auto-Rickshaw,3,5,Clear,Urban Road,Wet,Dark,Police Checkpost,80,63,Female,Valid,Yes,Bridge,2318,2,8,0,1,0,1,0,1
Rajasthan,Jodhpur,2023,April,Tuesday,5:53,Fatal,4,Pedestrian,10,4,Stormy,Urban Road,Under Construction,Dawn,Signs,103,20,Female,Valid,Yes,Bridge,2319,4,5,1,0,0,1,0,1
Goa,Unknown,2018,October,Wednesday,18:9,Serious,2,Bus,9,5,Clear,Village Road,Dry,Dawn,Signals,46,26,Male,Expired,No,Straight Road,2320,10,18,0,1,0,0,0,1
Assam,Unknown,2020,May,Monday,3:21,Serious,3,Auto-Rickshaw,2,3,Foggy,Urban Road,Under Construction,Daylight,Unknown,85,68,Female,Unknown,No,Straight Road,2321,5,3,1,0,0,0,0,1
Madhya Pradesh,Unknown,2023,November,Monday,1:19,Fatal,1,Pedestrian,8,4,Foggy,Urban Road,Under Construction,Dark,Signals,71,54,Male,Unknown,No,Bridge,2322,11,1,1,0,0,0,0,1
Arunachal Pradesh,Unknown,2021,April,Thursday,7:30,Fatal,5,Pedestrian,5,1,Stormy,Urban Road,Damaged,Daylight,Unknown,116,37,Male,Valid,Yes,Intersection,2323,4,7,0,0,0,1,0,1
Sikkim,Unknown,2018,August,Thursday,8:26,Minor,4,Auto-Rickshaw,3,1,Clear,Village Road,Wet,Dark,Unknown,48,29,Female,Valid,Yes,Bridge,2324,8,8,0,1,0,1,0,0
Uttar Pradesh,Lucknow,2018,September,Friday,16:25,Serious,1,Pedestrian,0,4,Foggy,Urban Road,Damaged,Dark,Signs,107,60,Male,Expired,Yes,Straight Road,2325,9,16,0,0,0,1,0,1
Manipur,Unknown,2019,June,Sunday,4:38,Minor,5,Truck,1,0,Stormy,National Highway,Dry,Dusk,Unknown,114,22,Female,Expired,No,Curve,2326,6,4,1,0,0,0,1,0
Sikkim,Unknown,2023,June,Friday,0:11,Minor,5,Cycle,4,5,Foggy,State Highway,Wet,Daylight,Police Checkpost,43,55,Male,Unknown,No,Curve,2327,6,0,1,0,0,0,0,0
Haryana,Unknown,2022,May,Friday,23:48,Minor,5,Pedestrian,8,3,Foggy,State Highway,Wet,Dawn,Signs,96,39,Female,Valid,Yes,Intersection,2328,5,23,1,0,0,1,0,0
Maharashtra,Mumbai,2018,April,Friday,17:55,Fatal,5,Truck,1,2,Stormy,National Highway,Dry,Dark,Signals,85,31,Female,Expired,No,Curve,2329,4,17,0,1,0,0,0,1
Chandigarh,Unknown,2020,November,Wednesday,14:36,Serious,5,Car,6,5,Hazy,National Highway,Damaged,Dawn,Police Checkpost,102,44,Female,Unknown,No,Curve,2330,11,14,0,0,0,0,0,1
Haryana,Unknown,2022,August,Monday,10:14,Fatal,1,Cycle,3,1,Rainy,National Highway,Damaged,Dark,Signs,62,29,Female,Expired,No,Straight Road,2331,8,10,0,1,1,0,0,1
Jammu and Kashmir,Unknown,2021,October,Thursday,8:3,Serious,1,Pedestrian,10,4,Foggy,Village Road,Under Construction,Dawn,Signs,59,38,Male,Unknown,No,Straight Road,2332,10,8,0,1,0,0,0,1
Chandigarh,Unknown,2022,May,Thursday,0:21,Serious,4,Auto-Rickshaw,9,1,Stormy,National Highway,Wet,Dusk,Signs,106,29,Female,Expired,Yes,Bridge,2333,5,0,1,0,0,1,0,1
Kerala,Unknown,2018,August,Wednesday,5:45,Serious,4,Bus,0,3,Foggy,Urban Road,Under Construction,Dawn,Signals,82,35,Male,Valid,Yes,Bridge,2334,8,5,1,0,0,1,0,1
Tripura,Unknown,2021,February,Monday,15:6,Serious,3,Auto-Rickshaw,7,4,Hazy,State Highway,Damaged,Dark,Signs,75,68,Male,Unknown,No,Curve,2335,2,15,0,0,0,0,0,1
Tamil Nadu,Madurai,2018,May,Wednesday,11:22,Minor,3,Cycle,5,0,Foggy,National Highway,Dry,Dawn,Signs,79,43,Male,Expired,Yes,Straight Road,2336,5,11,0,0,0,1,0,0
Telangana,Unknown,2020,December,Wednesday,12:22,Serious,5,Pedestrian,6,1,Hazy,State Highway,Under Construction,Dusk,Police Checkpost,103,29,Male,Valid,Yes,Bridge,2337,12,12,0,0,0,1,0,1
Punjab,Unknown,2022,March,Sunday,14:3,Fatal,4,Bus,10,2,Stormy,Village Road,Dry,Daylight,Signals,68,61,Female,Valid,No,Curve,2338,3,14,0,0,0,0,1,1
Jharkhand,Unknown,2019,February,Tuesday,13:55,Minor,5,Pedestrian,10,5,Clear,Village Road,Wet,Dawn,Signs,100,69,Female,Expired,No,Intersection,2339,2,13,0,0,0,0,0,0
Odisha,Unknown,2022,February,Wednesday,10:33,Serious,4,Bus,2,1,Hazy,State Highway,Dry,Dusk,Signs,89,41,Female,Valid,No,Bridge,2340,2,10,0,1,0,0,0,1
Delhi,New Delhi,2018,September,Monday,20:24,Serious,5,Two-Wheeler,6,4,Foggy,National Highway,Dry,Dusk,Signals,104,45,Male,Valid,Yes,Intersection,2341,9,20,1,0,0,1,0,1
Karnataka,Mysore,2018,December,Friday,10:23,Fatal,3,Pedestrian,5,3,Hazy,State Highway,Under Construction,Dusk,Signs,36,51,Female,Valid,No,Curve,2342,12,10,0,1,0,0,0,1
Maharashtra,Pune,2020,January,Monday,15:33,Minor,2,Cycle,1,0,Stormy,National Highway,Wet,Daylight,Police Checkpost,99,30,Male,Valid,No,Straight Road,2343,1,15,0,0,0,0,0,0
Tripura,Unknown,2020,May,Saturday,18:51,Serious,3,Bus,8,1,Clear,National Highway,Damaged,Dusk,Unknown,37,60,Female,Expired,Yes,Straight Road,2344,5,18,0,1,0,1,1,1
Rajasthan,Udaipur,2019,August,Sunday,21:18,Serious,5,Pedestrian,8,4,Hazy,Village Road,Under Construction,Daylight,Signs,87,30,Male,Unknown,Yes,Curve,2345,8,21,1,0,0,1,1,1
Maharashtra,Mumbai,2018,June,Tuesday,12:50,Fatal,5,Bus,6,1,Clear,Urban Road,Dry,Daylight,Police Checkpost,120,37,Female,Valid,Yes,Bridge,2346,6,12,0,0,0,1,0,1
Jharkhand,Unknown,2021,September,Monday,9:45,Fatal,1,Pedestrian,4,3,Hazy,National Highway,Under Construction,Dawn,Police Checkpost,46,69,Male,Valid,No,Straight Road,2347,9,9,0,1,0,0,0,1
Tamil Nadu,Coimbatore,2021,April,Friday,5:0,Fatal,1,Bus,10,4,Hazy,Village Road,Wet,Dawn,Police Checkpost,104,50,Male,Valid,No,Straight Road,2348,4,5,1,0,0,0,0,1
Odisha,Unknown,2020,December,Tuesday,2:3,Minor,3,Car,1,2,Hazy,Village Road,Damaged,Dark,Signals,94,64,Female,Unknown,No,Bridge,2349,12,2,1,0,0,0,0,0
Jammu and Kashmir,Unknown,2023,March,Wednesday,21:32,Fatal,2,Pedestrian,2,5,Hazy,State Highway,Damaged,Dark,Police Checkpost,111,44,Female,Valid,Yes,Intersection,2350,3,21,1,0,0,1,0,1
Assam,Unknown,2022,August,Wednesday,0:38,Minor,3,Two-Wheeler,9,3,Rainy,Village Road,Under Construction,Dusk,Unknown,103,60,Female,Valid,No,Intersection,2351,8,0,1,0,1,0,0,0
Mizoram,Unknown,2019,June,Sunday,8:49,Fatal,4,Auto-Rickshaw,3,3,Stormy,Urban Road,Wet,Dusk,Signals,32,67,Male,Valid,Yes,Straight Road,2352,6,8,0,1,0,1,1,1
Maharashtra,Pune,2021,January,Sunday,20:12,Fatal,3,Pedestrian,6,3,Hazy,Urban Road,Under Construction,Dark,Signals,97,38,Female,Unknown,Yes,Bridge,2353,1,20,1,0,0,1,1,1
Tamil Nadu,Coimbatore,2021,September,Tuesday,5:17,Minor,3,Two-Wheeler,6,2,Rainy,Urban Road,Wet,Dusk,Unknown,72,32,Female,Expired,Yes,Bridge,2354,9,5,1,0,1,1,0,0
Karnataka,Mangalore,2019,December,Saturday,23:12,Serious,5,Bus,9,0,Stormy,State Highway,Under Construction,Dawn,Police Checkpost,61,56,Female,Unknown,Yes,Straight Road,2355,12,23,1,0,0,1,1,1
Goa,Unknown,2022,December,Friday,8:52,Minor,4,Bus,2,2,Foggy,Village Road,Wet,Dark,Signals,102,50,Female,Expired,Yes,Intersection,2356,12,8,0,1,0,1,0,0
Andhra Pradesh,Vijayawada,2023,October,Wednesday,15:40,Fatal,1,Car,10,3,Hazy,Urban Road,Damaged,Dusk,Unknown,42,68,Male,Expired,No,Intersection,2357,10,15,0,0,0,0,0,1
Maharashtra,Pune,2022,June,Monday,4:7,Fatal,4,Car,1,3,Hazy,Urban Road,Under Construction,Dusk,Unknown,104,29,Female,Unknown,No,Intersection,2358,6,4,1,0,0,0,0,1
Rajasthan,Jodhpur,2022,December,Monday,11:8,Serious,1,Two-Wheeler,5,0,Rainy,Village Road,Under Construction,Dark,Police Checkpost,115,66,Male,Unknown,Yes,Curve,2359,12,11,0,0,1,1,0,1
Chandigarh,Unknown,2020,February,Monday,17:26,Minor,5,Car,7,0,Hazy,National Highway,Damaged,Daylight,Signals,74,65,Female,Unknown,No,Intersection,2360,2,17,0,1,0,0,0,0
Kerala,Unknown,2021,June,Saturday,18:10,Serious,4,Auto-Rickshaw,0,4,Foggy,Urban Road,Dry,Dusk,Police Checkpost,68,38,Male,Valid,Yes,Bridge,2361,6,18,0,1,0,1,1,1
Kerala,Unknown,2020,February,Monday,2:36,Fatal,2,Two-Wheeler,4,2,Hazy,State Highway,Wet,Dawn,Police Checkpost,117,59,Male,Expired,Yes,Intersection,2362,2,2,1,0,0,1,0,1
Telangana,Unknown,2023,November,Monday,19:20,Fatal,4,Cycle,0,2,Foggy,Urban Road,Dry,Dark,Signals,67,27,Female,Unknown,Yes,Intersection,2363,11,19,0,1,0,1,0,1
Odisha,Unknown,2022,August,Wednesday,1:55,Serious,3,Truck,4,0,Foggy,Village Road,Dry,Dusk,Signals,51,30,Female,Valid,No,Straight Road,2364,8,1,1,0,0,0,0,1
Assam,Unknown,2020,December,Friday,1:52,Serious,3,Pedestrian,5,2,Clear,State Highway,Under Construction,Dark,Signals,98,44,Male,Unknown,No,Straight Road,2365,12,1,1,0,0,0,0,1
Nagaland,Unknown,2021,April,Monday,11:47,Fatal,2,Two-Wheeler,3,1,Clear,State Highway,Dry,Daylight,Signs,30,66,Female,Valid,Yes,Straight Road,2366,4,11,0,0,0,1,0,1
Chhattisgarh,Unknown,2023,March,Tuesday,1:36,Minor,1,Auto-Rickshaw,6,1,Hazy,Village Road,Wet,Dawn,Police Checkpost,47,65,Male,Valid,No,Straight Road,2367,3,1,1,0,0,0,0,0
Kerala,Unknown,2021,September,Thursday,11:23,Serious,2,Cycle,9,3,Hazy,State Highway,Wet,Dawn,Signals,77,54,Female,Valid,Yes,Bridge,2368,9,11,0,0,0,1,0,1
Uttar Pradesh,Kanpur,2021,June,Friday,21:50,Minor,1,Cycle,5,4,Clear,Village Road,Wet,Dawn,Police Checkpost,119,58,Male,Expired,Yes,Straight Road,2369,6,21,1,0,0,1,0,0
Karnataka,Mysore,2020,October,Saturday,0:25,Fatal,3,Truck,9,3,Hazy,State Highway,Damaged,Dark,Signs,76,31,Female,Valid,No,Bridge,2370,10,0,1,0,0,0,1,1
Telangana,Unknown,2023,September,Monday,19:51,Fatal,1,Truck,3,5,Foggy,National Highway,Damaged,Dark,Unknown,60,63,Male,Unknown,Yes,Intersection,2371,9,19,0,1,0,1,0,1
Punjab,Unknown,2018,September,Saturday,19:22,Serious,1,Truck,0,4,Hazy,State Highway,Damaged,Dark,Unknown,114,70,Male,Unknown,Yes,Intersection,2372,9,19,0,1,0,1,1,1
Telangana,Unknown,2021,May,Saturday,14:39,Serious,2,Auto-Rickshaw,1,5,Stormy,National Highway,Damaged,Daylight,Unknown,82,22,Female,Valid,Yes,Bridge,2373,5,14,0,0,0,1,1,1
Bihar,Unknown,2019,February,Monday,1:7,Minor,1,Auto-Rickshaw,2,3,Rainy,Village Road,Wet,Dawn,Signs,41,33,Male,Unknown,No,Curve,2374,2,1,1,0,1,0,0,0
Uttar Pradesh,Lucknow,2020,September,Saturday,7:21,Serious,5,Pedestrian,9,4,Foggy,National Highway,Damaged,Daylight,Unknown,60,70,Male,Unknown,Yes,Intersection,2375,9,7,0,0,0,1,1,1
Goa,Unknown,2018,April,Thursday,15:33,Fatal,2,Truck,8,2,Clear,Village Road,Under Construction,Daylight,Police Checkpost,75,45,Female,Valid,Yes,Curve,2376,4,15,0,0,0,1,0,1
Nagaland,Unknown,2022,January,Friday,14:55,Fatal,1,Two-Wheeler,7,5,Clear,Urban Road,Damaged,Dawn,Signals,118,19,Male,Unknown,No,Intersection,2377,1,14,0,0,0,0,0,1
Tamil Nadu,Madurai,2022,December,Tuesday,5:3,Minor,1,Car,6,4,Stormy,Village Road,Under Construction,Dark,Police Checkpost,102,30,Female,Valid,No,Curve,2378,12,5,1,0,0,0,0,0
Madhya Pradesh,Unknown,2021,March,Friday,9:51,Serious,5,Car,5,0,Foggy,Village Road,Wet,Dark,Signals,92,32,Female,Expired,Yes,Straight Road,2379,3,9,0,1,0,1,0,1
Uttarakhand,Unknown,2021,June,Tuesday,9:32,Minor,3,Two-Wheeler,1,4,Foggy,Village Road,Damaged,Dawn,Unknown,72,60,Female,Unknown,Yes,Curve,2380,6,9,0,1,0,1,0,0
Meghalaya,Unknown,2018,February,Wednesday,6:21,Minor,4,Cycle,0,3,Stormy,National Highway,Wet,Daylight,Signs,32,39,Male,Expired,No,Intersection,2381,2,6,0,0,0,0,0,0
Karnataka,Bangalore,2022,July,Thursday,1:47,Fatal,1,Pedestrian,8,4,Rainy,National Highway,Wet,Daylight,Signs,58,20,Female,Expired,Yes,Straight Road,2382,7,1,1,0,1,1,0,1
Madhya Pradesh,Unknown,2021,February,Friday,1:39,Minor,4,Two-Wheeler,0,2,Clear,National Highway,Dry,Dusk,Signs,119,18,Male,Expired,No,Intersection,2383,2,1,1,0,0,0,0,0
Kerala,Unknown,2018,July,Tuesday,19:12,Fatal,5,Truck,9,3,Clear,National Highway,Dry,Dawn,Signals,38,63,Male,Expired,Yes,Bridge,2384,7,19,0,1,0,1,0,1
Sikkim,Unknown,2023,July,Wednesday,22:21,Fatal,1,Bus,6,4,Hazy,State Highway,Wet,Dark,Signals,60,47,Male,Unknown,No,Intersection,2385,7,22,1,0,0,0,0,1
Delhi,New Delhi,2023,February,Wednesday,15:29,Serious,3,Cycle,6,1,Hazy,National Highway,Dry,Dawn,Signals,80,54,Female,Unknown,No,Intersection,2386,2,15,0,0,0,0,0,1
West Bengal,Durgapur,2021,January,Monday,9:39,Fatal,1,Auto-Rickshaw,3,5,Clear,State Highway,Wet,Daylight,Signs,55,48,Female,Valid,No,Curve,2387,1,9,0,1,0,0,0,1
Kerala,Unknown,2018,January,Saturday,0:16,Minor,4,Car,7,3,Stormy,Village Road,Dry,Dark,Signals,113,47,Male,Unknown,Yes,Curve,2388,1,0,1,0,0,1,1,0
Uttarakhand,Unknown,2019,August,Thursday,3:52,Minor,3,Truck,6,1,Hazy,State Highway,Wet,Dawn,Police Checkpost,107,20,Female,Valid,No,Intersection,2389,8,3,1,0,0,0,0,0
Bihar,Unknown,2018,November,Monday,9:35,Fatal,5,Auto-Rickshaw,7,4,Rainy,Urban Road,Under Construction,Dark,Signs,78,38,Female,Expired,Yes,Curve,2390,11,9,0,1,1,1,0,1
Chandigarh,Unknown,2018,March,Tuesday,3:22,Fatal,3,Car,4,3,Rainy,Village Road,Wet,Dark,Signs,69,51,Male,Expired,Yes,Bridge,2391,3,3,1,0,1,1,0,1
Manipur,Unknown,2018,April,Saturday,14:10,Minor,3,Auto-Rickshaw,8,1,Stormy,National Highway,Dry,Dark,Signals,36,18,Female,Expired,No,Intersection,2392,4,14,0,0,0,0,1,0
Sikkim,Unknown,2021,July,Thursday,11:7,Serious,3,Truck,0,0,Hazy,National Highway,Dry,Dark,Unknown,119,29,Female,Valid,No,Bridge,2393,7,11,0,0,0,0,0,1
Odisha,Unknown,2023,November,Thursday,20:5,Minor,5,Pedestrian,7,0,Rainy,State Highway,Dry,Daylight,Signs,79,28,Male,Unknown,No,Straight Road,2394,11,20,1,0,1,0,0,0
Sikkim,Unknown,2020,March,Saturday,23:35,Fatal,2,Truck,10,0,Foggy,State Highway,Dry,Dark,Unknown,94,47,Female,Expired,No,Curve,2395,3,23,1,0,0,0,1,1
Rajasthan,Jodhpur,2023,September,Monday,3:43,Fatal,5,Bus,9,3,Foggy,Urban Road,Dry,Daylight,Signals,42,19,Male,Expired,Yes,Straight Road,2396,9,3,1,0,0,1,0,1
